"WSMID","STOCKID","2004","2005","2006","ABRASION RESISTANCE","ABS","ACID INCLUDED","ACTUATION","ANTI-FOG","ANTI-SCRATCH","ASSEMBLED","BAR DIAMETER","BATTERY CAPACITY","BATTERY CHEMISTRY","BATTERY TYPE","BRAKE LIGHT INCLUDED","BRAKE LIGHT SWITCH INCLUDED","BRAKE MASTER CYLINDER BORE DIAMETER","BULB STYLE","C.C.A.","CAPACITY AH","CERTIFICATION","CHAIN SIZE","CHAIN TYPE","CLAMP AREA BAR DIAMETER","CLAMPING DIAMETER","CLEAR-COATED","COLOR","COLOR/FINISH","COMMUNICATOR","COMPOUND","CONFIGURATION 1","CONFIGURATION 2","CONNECTION LINK","CONSTRUCTION","DIAMETER","DIAMETER (MM)","DRILL MOUNTING HOLE INCLUDED","DRILLED","DUAL LENS","ELECTRIC","END CAP STYLE","EURO SIZE","FILLER PLATE INCLUDED","FINISH","FIT","FITTED SPRING","FOG FREE","FORK SIZE","FRONT TEETH","FUNCTION","GENDER","GLOW IN THE DARK","GRAPHIC","GRIP LENGTH","GRIP(S) INCLUDED","HAT SIZE","HEATED","HOUSING COLOR","IDLE CABLE INCLUDED","ILLUMINATED","INCHES","INCLUDES BACK PROTECTOR","INCLUDES CROSSBAR PAD","INCLUDES ELBOW GUARDS","INCLUDES KIDNEY BELT","INCLUDES SHOULDER GUARDS","INNER DIAMETER","INSIDE DIAMETER","INTERNAL SUN SHIELD CLEAR","INTERNAL SUN SHIELD SMOKE","KNUCKLE PROTECTION","KNURLED ENDS","LICENSE PLATE LIGHT INCLUDED","LINKS","MADE IN THE U.S.A.","MARKET SEGMENT","MATERIAL","MAX ENGINE CC","METRIC","MOISTURE WICKING","MOUNTING LENGTH","MOUNTING POSITION","NET WEIGHT","NUMBER OF BUTTONS","OIL LEVEL","OUTER DIAMETER","PACKAGING","PADDED SHIN INSERT","PADS PER PACKAGE","PART MODEL","PINLOCK EQUIPPED","PITCH","POSITION","PRODUCT DIMENSION","PRODUCT HEIGHT","PRODUCT LENGTH","PRODUCT WEIGHT","PRODUCT WIDTH","RATE N/MM","REAR TEETH","REC. OHLINS OIL","REFLECTIVE","REMOVABLE CHEEK PADS","REMOVABLE CHIN CURTAIN","REMOVABLE LINER","RESISTANCE RATING","RFI SUPPRESSION","ROTOR CARRIER","SEAL TYPE","SHAPE","SIDE","SIZE","SIZE OF BAR","SLIP-ON","SPARK PLUG BOOT ANGLE","SPARK PLUG BOOT COLOR","SPECIFIC APPLICATION","STANDARD CONNECTION LINK","STROKE","STYLE","TEAR-OFF COMPATIBLE","TEETH","TENSILE STRENGTH","TERMINAL CONFIGURATION","THROTTLE CABLE INCLUDED","TOUCHSCREEN","TURN SIGNAL INCLUDED","TYPE","U.S. MILITARY HI-VISIBILITY SPECIFICATIONS","USA SIZE","VENTED","VISCOSITY","VOLTAGE","VOLUME","WATERPROOF","WINDPROOF","WIRE DIAMETER","WITH SWITCH"
"31636424","FTEC-FT-FTDL7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636428","FTEC-FT-4P-BNKT-05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636431","FTEC-FT-16ZX10_AB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636435","FTEC-FT-4P-FTDL-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636445","FTEC-FTKAW_ABS_DEL_1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636480","FTEC-FT-BNKT1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636481","FTEC-FT-BNKT14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636482","FTEC-FT-BNKT18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636484","FTEC- FTE_QS2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636488","FTEC-FTEJ_AB_R6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636496","FTEC-FT-FTDL1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636497","FTEC-FT-FTDL3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636511","FTEC-FT-OBD-KDS-ADAP","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636520","FTEC-FT-YAM_R6_ABS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636523","FTEC-FT_YAM_LCAT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636524","FTEC-FT-R1-ABS_PLUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636563","FTEC-FT-FTDL4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636564","FTEC-FTKAW_ABS_DEL_2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636588","FTEC-FT-BNKT22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636650","FTEC-FT-BNKT10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636665","FTEC-FT-QSJ15_CH","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636691","FTEC-FT-BSHA08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"31636693","FTEC-FT-QSHA1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
